alert_id,party_name,party_type,party_dob,party_nationality,party_country,party_place_of_birth,party_passport,party_national_id,party_registration,party_imo,party_tail_number,party_wallet,entry_uid,label,fp_category
ALR-0000072,VOLDARNOR EASTERN,ENTITY,,,,,,,,,,,SDN-00085,0,generic
ALR-0000073,DANOVAFER GULF,ENTITY,,,,,,,,,,,SDN-00071,0,generic
ALR-0000074,ALI POLGRADSHI,INDIVIDUAL,,,,,,,,,,,SDN-00047,0,weak
ALR-0000075,DRAVEXPORTKRE INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000076,SHIZINDRAV GULF,ENTITY,,,,,,,,,,,SDN-00071,0,generic
ALR-0000077,SEVMASHLAN ORIENT,ENTITY,,,,,,,,,,,SDN-00114,0,generic
ALR-0000078,POLIANMOR ENERGY,ENTITY,,,,,,,,,,,SDN-00036,0,generic
ALR-0000079,SEVNEFTBUR STAR,ENTITY,,,,,,,,,,,SDN-00056,0,generic
ALR-0000080,TASHEXPORTVAR UNITED,ENTITY,,,,,,,,,,,SDN-00041,0,generic
ALR-0000081,SHIDARFER NATIONAL,ENTITY,,,,,,,,,,,SDN-00088,0,generic
ALR-0000082,GORPROMTEN INVESTMENT,ENTITY,,,,,,,,,,,SDN-00093,0,generic
ALR-0000083,POLINVESTGOR METALS,ENTITY,,,,,,,,,,,SDN-00010,0,generic
ALR-0000084,VARMASHPOL AVIATION,ENTITY,,,DE,,,,,,,,SDN-00070,0,discriminator
ALR-0000085,VIKTOR MOROVAQOM,INDIVIDUAL,1957-05-06,DE,,,,,,,,,SDN-00007,0,discriminator
ALR-0000086,AVIATION TRADING,ENTITY,,,,,,,,,,,SDN-00065,0,type
ALR-0000087,DRAVDARSEV FINANCE,ENTITY,,,,,,,,,,,SDN-00104,0,generic
ALR-0000088,TASHNEFTFER EXPRESS,ENTITY,,,,,,,,,,,SDN-00111,0,generic
ALR-0000089,NOROVADAN GLOBAL,ENTITY,,,,,,,,,,,SDN-00003,0,generic
ALR-0000090,ZARSKPOL LLC GROUP,ENTITY,,,,,,,,,,,SDN-00082,0,type
ALR-0000091,SEVMASHQOM INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000092,POLPROMVAR GENERAL,ENTITY,,,,,,,,,,,SDN-00006,0,generic
ALR-0000093,MORBANKRUS GULF,ENTITY,,,,,,,,,,,SDN-00058,0,generic
ALR-0000094,MOREXPORTPOL CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00025,0,generic
ALR-0000095,VOLOILRUS CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00025,0,generic
ALR-0000096,NORINVESTSHI GULF,ENTITY,,,AE,,,,,,,,SDN-00020,0,discriminator
ALR-0000097,POLMASHSEV UNITED,ENTITY,,,,,,,,,,,SDN-00097,0,generic
ALR-0000098,WEI VARGAZBUR,INDIVIDUAL,,,VE,,,,,,,,SDN-00064,0,weak
ALR-0000099,VAROILSHI PACIFIC,ENTITY,,,,,,,,,,,SDN-00096,0,generic
ALR-0000100,KALTRANSKAL PEARL,ENTITY,,,,,,,,,,,SDN-00052,0,generic
ALR-0000101,KALSKSEV UNITED,ENTITY,,,,,,,,,,,SDN-00041,0,generic
ALR-0000102,DRAVZINTASH FINANCE,ENTITY,,,,,,,,,,,SDN-00104,0,generic
ALR-0000103,PEARL TRADING,ENTITY,,,,,,,,,,,SDN-00063,0,type
ALR-0000104,VOLOVAVOL UNITED,ENTITY,,,,,,,,,,,SDN-00097,0,generic
ALR-0000105,OCEAN TRADING,ENTITY,,,,,,,,,,,SDN-00099,0,type
ALR-0000106,FERGAZBUR GULF,ENTITY,,,,,,,,,,,SDN-00058,0,generic
ALR-0000107,AVIATION PARTNERS,ENTITY,,,,,,,,,,,SDN-00062,0,type
ALR-0000108,SEVMASHZAR STAR,ENTITY,,,,,,,,,,,SDN-00110,0,generic
ALR-0000109,DANOILZAR ORIENT,ENTITY,,,,,,,,,,,SDN-00079,0,generic
ALR-0000110,DANEXPORTVOL EXPRESS,ENTITY,,,,,,,,,,,SDN-00111,0,generic
ALR-0000111,RUSDARQOM ORIENT,ENTITY,,,,,,,,,,,SDN-00114,0,generic
ALR-0000112,QOMNEFTBUR LLC GROUP,ENTITY,,,,,,,,,,,SDN-00035,0,type
ALR-0000113,TENGRADFER INVESTMENT,ENTITY,,,,,,,,,,,SDN-00046,0,generic
ALR-0000114,NORGRADQOM PARTNERS,ENTITY,,,,,,,,,,,SDN-00017,0,type
ALR-0000115,VARGRADRUS NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000116,MORSKKAL TEXTILE,ENTITY,,,,,,,,,,,SDN-00102,0,generic
ALR-0000117,DRAVSKSEV SHIPPING,ENTITY,,,,,,,,,,,SDN-00051,0,generic
ALR-0000118,SERGEI DANBANKDAN,INDIVIDUAL,,,,,,,,,,,SDN-00098,0,weak
ALR-0000119,DRAVOILKRE FINANCE,ENTITY,,,,,,,,,,,SDN-00104,0,generic
ALR-0000120,TASHOILVOL PETROLEUM,ENTITY,,,,,,,,,,,SDN-00067,0,generic
ALR-0000121,DRAVMASHLAN EASTERN,ENTITY,,,,,,,,,,,SDN-00085,0,generic
ALR-0000122,DRAVDARKRE FINANCE,ENTITY,,,,,,,,,,,SDN-00104,0,generic
ALR-0000123,QOMEXPORTVOL UNITED,ENTITY,,,,,,,,,,,SDN-00100,0,generic
ALR-0000124,QOMNEFTTEN TRADING,ENTITY,,,,,,,,,,,SDN-00021,0,type
ALR-0000125,NORINVESTSHI ORIENT,ENTITY,,,,,,,,,,,SDN-00020,0,weak
ALR-0000126,SEVGAZSEV UNITED,ENTITY,,,,,,,,,,,SDN-00041,0,generic
ALR-0000127,QOMSKVOL STAR,ENTITY,,,,,,,,,,,SDN-00110,0,generic
ALR-0000128,VARIANNOR TEXTILE,ENTITY,,,SG,,,,,,,,SDN-00119,0,discriminator
ALR-0000129,VOLKOVSEV STAR,ENTITY,,,,,,,,,,,SDN-00056,0,generic
ALR-0000130,SHIGRADVAR NATIONAL,ENTITY,,,,,,,,,,,SDN-00088,0,generic
ALR-0000131,KREGAZBUR UNITED,ENTITY,,,,,,,,,,,SDN-00041,0,generic
ALR-0000132,PEARL LLC GROUP,ENTITY,,,,,,,,,,,SDN-00009,0,type
ALR-0000133,OCEAN LLC GROUP,ENTITY,,,,,,,,,,,SDN-00034,0,type
ALR-0000134,KRENEFTTASH NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000135,RUSEXPORTPOL PEARL,ENTITY,,,,,,,,,,,SDN-00052,0,generic
ALR-0000136,ZARTECHKAL STAR,ENTITY,,,,,,,,,,,SDN-00110,0,generic
ALR-0000137,BURTRANSGOR AVIATION,ENTITY,,,,,,,,,,,SDN-00057,0,generic
ALR-0000138,KALEXPORTQOM STAR,ENTITY,,,,,,,,,,,SDN-00056,0,generic
ALR-0000139,KALPROMSHI PETROLEUM,ENTITY,,,,,,,,,,,SDN-00112,0,generic
ALR-0000140,QOMNEFTBUR PARTNERS,ENTITY,,,,,,,,,,,SDN-00035,0,type
ALR-0000141,KREDARBUR EASTERN,ENTITY,,,AE,,,,,,,,SDN-00010,0,discriminator
ALR-0000142,SHIGRADLAN TEXTILE,ENTITY,,,,,,,,,,,SDN-00006,0,generic
ALR-0000143,VOLKOVQOM CONSTRUCTION,ENTITY,,,CA,,,,,,,,SDN-00056,0,discriminator
ALR-0000144,POLOVAPOL UNITED,ENTITY,,,,,,,,,,,SDN-00097,0,generic
ALR-0000145,POLOILZAR WESTERN,ENTITY,,,,,,,,,,,SDN-00006,0,generic
ALR-0000146,DANIANVOL INVESTMENT,ENTITY,,,,,,,,,,,SDN-00046,0,generic
ALR-0000147,VAROVASEV ROAD,ENTITY,,,,,,,,,,,SDN-00006,0,generic
ALR-0000148,TENBANKRUS INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000149,VARINVESTDRAV CONSTRUCTION,ENTITY,,,AU,,,,,,,,SDN-00048,0,discriminator
ALR-0000150,RASHID FERPROMLAN,INDIVIDUAL,1973-09-05,CA,,,,,,,,,SDN-00015,0,discriminator
ALR-0000151,AVIATION PARTNERS,ENTITY,,,,,,,,,,,SDN-00062,0,type
ALR-0000152,QOMEXPORTPOL GULF,ENTITY,,,,,,,,,,,SDN-00071,0,generic
ALR-0000153,VOLPROMFER EASTERN,ENTITY,,,,,,,,,,,SDN-00030,0,generic
ALR-0000154,VOLINVESTFER PETROLEUM,ENTITY,,,,,,,,,,,SDN-00112,0,generic
ALR-0000155,QOMSKLAN EASTERN,ENTITY,,,,,,,,,,,SDN-00085,0,generic
ALR-0000156,TASHTECHKRE GULF,ENTITY,,,,,,,,,,,SDN-00029,0,weak
ALR-0000157,TASHGRADQOM AVIATION,ENTITY,,,,,,,,,,,SDN-00057,0,generic
ALR-0000158,BURPROMSHI EXPRESS,ENTITY,,,,,,,,,,,SDN-00111,0,generic
ALR-0000159,RUSGRADMOR INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000160,SHIMASHQOM AVIATION,ENTITY,,,,,,,,,,,SDN-00036,0,generic
ALR-0000161,TENOVAMOR PARTNERS,ENTITY,,,,,,,,,,,SDN-00089,0,type
ALR-0000162,TASHTRANSQOM UNITED,ENTITY,,,,,,,,,,,SDN-00100,0,generic
ALR-0000163,KALIANSHI EASTERN,ENTITY,,,,,,,,,,,SDN-00085,0,generic
ALR-0000164,FEROVANOR PETROLEUM,ENTITY,,,,,,,,,,,SDN-00112,0,generic
ALR-0000165,SHISTROYVAR NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000166,LANSTROYKRE PEARL,ENTITY,,,,,,,,,,,SDN-00000,0,generic
ALR-0000167,RUSEXPORTSHI INVESTMENT,ENTITY,,,,,,,,,,,SDN-00046,0,generic
ALR-0000168,KALOILDRAV TEXTILE,ENTITY,,,,,,,,,,,SDN-00102,0,generic
ALR-0000169,VARGAZLAN CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00025,0,generic
ALR-0000170,TASHKOVDRAV ENERGY,ENTITY,,,,,,,,,,,SDN-00049,0,generic
ALR-0000171,RUSEXPORTVAR ENERGY,ENTITY,,,,,,,,,,,SDN-00049,0,generic
ALR-0000172,VARSKVOL INVESTMENT,ENTITY,,,DE,,,,,,,,SDN-00092,0,discriminator
ALR-0000173,SHIMASHBUR NATIONAL,ENTITY,,,,,,,,,,,SDN-00031,0,generic
ALR-0000174,RUSBANKQOM AVIATION,ENTITY,,,US,,,,,,,,SDN-00009,0,discriminator
ALR-0000175,TASHTECHKRE ENERGY,ENTITY,,,DE,,,,,,,,SDN-00029,0,discriminator
ALR-0000176,JOSE VARGAZBUR,INDIVIDUAL,1961-06-26,,,,,,,,,,SDN-00064,1,
ALR-0000177,VARMASHZAR ORIENT,ENTITY,,,,,,,,,,,SDN-00114,0,generic
ALR-0000178,GORTECHSHI GLOBAL,ENTITY,,,,,,,,,,,SDN-00003,0,generic
ALR-0000179,KALZINQOM FINANCE,ENTITY,,,,,,,,,,,SDN-00104,1,
ALR-0000180,JOHN ZARTRANSDRAV,INDIVIDUAL,,,,,,,,,,,SDN-00022,0,weak
ALR-0000181,KALTECHRUS PEARL,ENTITY,,,,,,,,,,,SDN-00052,0,generic
ALR-0000182,QOMEXPORTSEV STAR,ENTITY,,,,,,,,,,,SDN-00110,0,generic
ALR-0000183,TENTECHPOL ROAD,ENTITY,,,SG,,,,,,,,SDN-00097,0,discriminator
ALR-0000184,ZARNEFTNOR ORIENT,ENTITY,,,,,,,,,,,SDN-00006,0,generic
ALR-0000185,DANZINGOR WESTERN,ENTITY,,,,,,,,,,,SDN-00060,0,generic
ALR-0000186,SHITRANSPOL OCEAN,ENTITY,,,US,,,,,,,,SDN-00088,0,discriminator
ALR-0000187,SHIOVABUR WESTERN,ENTITY,,,,,,,,,,,SDN-00053,0,generic
ALR-0000188,OMAR MOREXPORTDRAV,INDIVIDUAL,1956-11-21,,,,,,,,,,SDN-00026,1,
ALR-0000189,LANOILQOM LLC GROUP,ENTITY,,,,,,,,,,,SDN-00069,0,type
ALR-0000190,SHIGAZRUS GULF,ENTITY,,,,,,,,,,,SDN-00071,0,generic
ALR-0000191,GORBANKVOL CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00011,0,generic
ALR-0000192,DMITRI POLSTROYGOR,INDIVIDUAL,1949-11-09,JP,,,,,,,,,SDN-00043,0,discriminator
ALR-0000193,TENNEFTDAN GULF,ENTITY,,,,,,,,,,,SDN-00071,0,generic
ALR-0000194,NORIANDRAV SHIPPING,ENTITY,,,,,,,,,,,SDN-00051,0,generic
ALR-0000195,AVIATION LLC GROUP,ENTITY,,,,,,,,,,,SDN-00029,0,type
ALR-0000196,POLBANKDRAV AVIATION,ENTITY,,,,,,,,,,,SDN-00057,0,generic
ALR-0000197,SHISKGOR EASTERN,ENTITY,,,,,,,,,,,SDN-00085,0,generic
ALR-0000198,NORGAZRUS FINANCE,ENTITY,,,,,,,,,,,SDN-00104,0,generic
ALR-0000199,SHIEXPORTDAN CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00011,0,generic
ALR-0000200,SEVTECHVAR WESTERN,ENTITY,,,,,,,,,,,SDN-00053,0,generic
ALR-0000201,SEVMASHNOR ORIENT,ENTITY,,,,,,,,,,,SDN-00079,0,generic
ALR-0000202,VARSTROYPOL ROAD,ENTITY,,,,,,,,,,,SDN-00115,0,generic
ALR-0000203,MORTRANSMOR CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00078,0,generic
ALR-0000204,SHISTROYTEN LLC GROUP,ENTITY,,,,,,,,,,,SDN-00117,0,type
ALR-0000205,VOLIANTEN NATIONAL,ENTITY,,,AF,,,,,,,,SDN-00025,0,weak
ALR-0000206,VAREXPORTMOR ROAD,ENTITY,,,,,,,,,,,SDN-00115,0,generic
ALR-0000207,NOREXPORTTEN PARTNERS,ENTITY,,,,,,,,,,,SDN-00065,0,type
ALR-0000208,CHEN VOLSKVOL,INDIVIDUAL,,,,,,,,,,,SDN-00023,0,weak
ALR-0000209,STAR PARTNERS,ENTITY,,,,,,,,,,,SDN-00020,0,type
ALR-0000210,DRAVDARTEN SHIPPING,ENTITY,,,,,,,,,,,SDN-00051,0,generic
ALR-0000211,RASHID TENMASHKRE,INDIVIDUAL,,,,,,,,,,,SDN-00061,0,weak
ALR-0000212,VOLBANKSHI TEXTILE,ENTITY,,,,,,,,,,,SDN-00102,0,generic
ALR-0000213,KALNEFTFER NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000214,RUSGAZTEN INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000215,KALSKTASH LOGISTICS,ENTITY,,,KP,,,,,,,,SDN-00033,1,
ALR-0000216,QOMINVESTKAL STAR,ENTITY,,,,,,,,,,,SDN-00110,0,generic
ALR-0000217,TASHBANKZAR UNITED,ENTITY,,,,,,,,,,,SDN-00097,0,generic
ALR-0000218,KREDARKAL CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00011,0,generic
ALR-0000219,OCEAN LLC GROUP,ENTITY,,,,,,,,,,,SDN-00099,0,type
ALR-0000220,MORIANSEV EASTERN,ENTITY,,,,,,,,,,,SDN-00085,0,generic
ALR-0000221,KRENEFTQOM WESTERN,ENTITY,,,,,,,,,,,SDN-00060,0,generic
ALR-0000222,POLEXPORTRUS PETROLEUM,ENTITY,,,,,,,,,,,SDN-00080,0,generic
ALR-0000223,ZARSTROYPOL CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00078,0,generic
ALR-0000224,PRIDE PARTNERS,ENTITY,,,,,,,,,,,SDN-00035,0,type
ALR-0000225,SHINEFTKAL CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00025,0,generic
ALR-0000226,VARGRADMOR NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000227,KALINVESTFER PETROLEUM,ENTITY,,,,,,,,,,,SDN-00067,0,generic
ALR-0000228,DRAVSKVAR PARTNERS,ENTITY,,,,,,,,,,,SDN-00062,0,type
ALR-0000229,KRENEFTKAL AVIATION,ENTITY,,,,,,,,,,,SDN-00057,0,generic
ALR-0000230,DANTRANSTEN NATIONAL,ENTITY,,,,,,,,,,,SDN-00031,0,generic
ALR-0000231,BURSKBUR INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000232,FEROVAKAL EASTERN,ENTITY,,,,,,,,,,,SDN-00085,0,generic
ALR-0000233,SHIGRADVAR GULF,ENTITY,,,,,,,,,,,SDN-00071,0,generic
ALR-0000234,VARNEFTNOR EASTERN,ENTITY,,,,,,,,,,,SDN-00085,0,generic
ALR-0000235,DRAVEXPORTSHI AVIATION,ENTITY,,,,,,,,,,,SDN-00004,0,generic
ALR-0000236,GORZINDAN WESTERN,ENTITY,,,,,,,,,,,SDN-00096,0,generic
ALR-0000237,SHIOVAPOL NATIONAL,ENTITY,,,,,,,,,,,SDN-00070,0,generic
ALR-0000238,QOMOILVOL INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000239,SHIKOVKRE GLOBAL,ENTITY,,,CA,,,,,,,,SDN-00011,0,discriminator
ALR-0000240,AVIATION TRADING,ENTITY,,,,,,,,,,,SDN-00065,0,type
ALR-0000241,QOMNEFTBUR PARTNERS,ENTITY,,,,,,,,,,,SDN-00035,0,type
ALR-0000242,BURGAZSEV TEXTILE,ENTITY,,,,,,,,,,,SDN-00102,0,generic
ALR-0000243,NOREXPORTTEN EXPRESS,ENTITY,,,,,,,,,,,SDN-00065,0,weak
ALR-0000244,QOMNEFTBUR ENERGY,ENTITY,,,DE,,,,,,,,SDN-00035,0,discriminator
ALR-0000245,PRIDE LLC GROUP,ENTITY,,,,,,,,,,,SDN-00040,0,type
ALR-0000246,TENTRANSPOL ROAD,ENTITY,,,,,,,,,,,SDN-00115,0,generic
ALR-0000247,SHIKOVKRE EASTERN,ENTITY,,,FR,,,,,,,,SDN-00011,0,discriminator
ALR-0000248,BUROILKRE NATIONAL,ENTITY,,,NL,,,,,,,,SDN-00058,0,discriminator
ALR-0000249,VAROILQOM OCEAN,VESSEL,,,,,,,,,,,SDN-00099,1,
ALR-0000250,ALI VAROILRUS,INDIVIDUAL,,,,,,,,,,,SDN-00081,0,weak
ALR-0000251,QOMIANPOL FINANCE,ENTITY,,,IR,,,,,,,,SDN-00105,0,weak
ALR-0000252,TASHMASHMOR STAR,ENTITY,,,,,,,,,,,SDN-00110,0,generic
ALR-0000253,ZARZINBUR NATIONAL,ENTITY,,,,,,,,,,,SDN-00088,0,generic
ALR-0000254,MARIA TENDARPOL,INDIVIDUAL,,,,,,,,,,,SDN-00054,0,weak
ALR-0000255,ZARDARZAR ROAD,ENTITY,,,AE,,,,,,,,SDN-00112,0,discriminator
ALR-0000256,BUROVARUS INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000257,ZARSKPOL PARTNERS,ENTITY,,,,,,,,,,,SDN-00082,0,type
ALR-0000258,TASHEXPORTGOR METALS,ENTITY,,,,,,,,,,,SDN-00010,0,generic
ALR-0000259,TENOVAMOR PRIDE,VESSEL,,,CN,,,,,,,,SDN-00089,1,
ALR-0000260,SHITRANSPOL FINANCE,ENTITY,,,GB,,,,,,,,SDN-00088,0,discriminator
ALR-0000261,KREGAZKAL CONSTRUCTION,ENTITY,,,,,,,,,,,SDN-00025,0,generic
ALR-0000262,TASHTECHKRE TRADING,ENTITY,,,,,,,,,,,SDN-00029,0,type
ALR-0000263,BURINVESTKAL INVESTMENT,ENTITY,,,,,,,,,,,SDN-00116,0,generic
ALR-0000264,FERINVESTLAN ORIENT,ENTITY,,,,,,,,,,,SDN-00079,0,generic
ALR-0000265,DANTRANSKAL EASTERN,ENTITY,,,,,,,,,,,SDN-00030,0,generic
ALR-0000266,NOREXPORTSHI WESTERN,ENTITY,,,,,,,,,,,SDN-00053,0,generic
ALR-0000267,SEVSTROYGOR NATIONAL,ENTITY,,,,,,,,,,,SDN-00118,0,generic
ALR-0000268,QOMMASHRUS METALS,ENTITY,,,,,,,,,,,SDN-00006,0,generic
